game_date,game_pk,pitcher,player_name_proj,team,opponent,home_team_proj,away_team_proj,is_home,p_throws,player_name_norm,career_starts,starts_last3_available,starts_last5_available,starts_last10_available,strikeouts_per_game,pitches_per_game,batters_faced_per_game,whiffs_per_game,k_per_pitch,k_rate,whiff_per_pitch_season,avg_velo_season,avg_spin_season,strikeouts_last3,pitches_last3,batters_faced_last3,whiffs_last3,k_per_pitch_last3,k_rate_last3,whiff_per_pitch_last3,avg_velo_last3,avg_spin_last3,strikeouts_last5,pitches_last5,batters_faced_last5,whiffs_last5,k_per_pitch_last5,k_rate_last5,whiff_per_pitch_last5,avg_velo_last5,avg_spin_last5,strikeouts_last10,pitches_last10,batters_faced_last10,whiffs_last10,k_per_pitch_last10,k_rate_last10,whiff_per_pitch_last10,avg_velo_last10,avg_spin_last10,k_trend_last3_vs_last10,velo_trend_last3_vs_last10,whiff_trend_last3_vs_last10,days_rest,opp_strikeouts_per_game_last10,opp_k_rate_last10,predicted_strikeouts,event_id,commence_time,home_team_odds,away_team_odds,bookmaker,bookmaker_key,book_last_update,market_key,player_name_odds,side,line,price,edge
2026-04-20,822749,693821,Bryce Elder,ATL,WSH,WSH,ATL,0,,bryce elder,71,3,5,10,4.394366197183099,89.04225352112677,9.04225352112676,8.859154929577464,0.049351471053464095,0.48598130841121495,0.09949383106611831,87.60261379622634,2203.904041283299,6.666666666666667,94.0,9.333333333333334,11.333333333333334,0.07092198581560284,0.7142857142857143,0.12056737588652482,89.14595211946397,2340.1198135788914,6.4,94.4,9.2,11.6,0.06779661016949153,0.6956521739130435,0.1228813559322034,89.2653018312512,2332.0785184732886,5.3,93.4,9.1,9.6,0.056745182012847964,0.5824175824175825,0.10278372591006424,89.22398971845163,2288.686289290227,1.3666666666666671,-0.07803759898766316,0.017783649976460578,208,10.9,1.079090909090909,5.7819543,6e7862ded6af1d5c6d82f19895ccd191,2026-04-20T22:46:00Z,Washington Nationals,Atlanta Braves,FanDuel,fanduel,,pitcher_strikeouts,Bryce Elder,Over,4.5,130,1.281954288482666
2026-04-20,822749,693821,Bryce Elder,ATL,WSH,WSH,ATL,0,,bryce elder,71,3,5,10,4.394366197183099,89.04225352112677,9.04225352112676,8.859154929577464,0.049351471053464095,0.48598130841121495,0.09949383106611831,87.60261379622634,2203.904041283299,6.666666666666667,94.0,9.333333333333334,11.333333333333334,0.07092198581560284,0.7142857142857143,0.12056737588652482,89.14595211946397,2340.1198135788914,6.4,94.4,9.2,11.6,0.06779661016949153,0.6956521739130435,0.1228813559322034,89.2653018312512,2332.0785184732886,5.3,93.4,9.1,9.6,0.056745182012847964,0.5824175824175825,0.10278372591006424,89.22398971845163,2288.686289290227,1.3666666666666671,-0.07803759898766316,0.017783649976460578,208,10.9,1.079090909090909,5.7819543,6e7862ded6af1d5c6d82f19895ccd191,2026-04-20T22:46:00Z,Washington Nationals,Atlanta Braves,FanDuel,fanduel,,pitcher_strikeouts,Bryce Elder,Under,4.5,-174,1.281954288482666
2026-04-20,822749,693821,Bryce Elder,ATL,WSH,WSH,ATL,0,,bryce elder,71,3,5,10,4.394366197183099,89.04225352112677,9.04225352112676,8.859154929577464,0.049351471053464095,0.48598130841121495,0.09949383106611831,87.60261379622634,2203.904041283299,6.666666666666667,94.0,9.333333333333334,11.333333333333334,0.07092198581560284,0.7142857142857143,0.12056737588652482,89.14595211946397,2340.1198135788914,6.4,94.4,9.2,11.6,0.06779661016949153,0.6956521739130435,0.1228813559322034,89.2653018312512,2332.0785184732886,5.3,93.4,9.1,9.6,0.056745182012847964,0.5824175824175825,0.10278372591006424,89.22398971845163,2288.686289290227,1.3666666666666671,-0.07803759898766316,0.017783649976460578,208,10.9,1.079090909090909,5.7819543,6e7862ded6af1d5c6d82f19895ccd191,2026-04-20T22:46:00Z,Washington Nationals,Atlanta Braves,DraftKings,draftkings,,pitcher_strikeouts,Bryce Elder,Over,3.5,-170,2.281954288482666
2026-04-20,822749,693821,Bryce Elder,ATL,WSH,WSH,ATL,0,,bryce elder,71,3,5,10,4.394366197183099,89.04225352112677,9.04225352112676,8.859154929577464,0.049351471053464095,0.48598130841121495,0.09949383106611831,87.60261379622634,2203.904041283299,6.666666666666667,94.0,9.333333333333334,11.333333333333334,0.07092198581560284,0.7142857142857143,0.12056737588652482,89.14595211946397,2340.1198135788914,6.4,94.4,9.2,11.6,0.06779661016949153,0.6956521739130435,0.1228813559322034,89.2653018312512,2332.0785184732886,5.3,93.4,9.1,9.6,0.056745182012847964,0.5824175824175825,0.10278372591006424,89.22398971845163,2288.686289290227,1.3666666666666671,-0.07803759898766316,0.017783649976460578,208,10.9,1.079090909090909,5.7819543,6e7862ded6af1d5c6d82f19895ccd191,2026-04-20T22:46:00Z,Washington Nationals,Atlanta Braves,DraftKings,draftkings,,pitcher_strikeouts,Bryce Elder,Under,3.5,133,2.281954288482666
2026-04-20,822749,693821,Bryce Elder,ATL,WSH,WSH,ATL,0,,bryce elder,71,3,5,10,4.394366197183099,89.04225352112677,9.04225352112676,8.859154929577464,0.049351471053464095,0.48598130841121495,0.09949383106611831,87.60261379622634,2203.904041283299,6.666666666666667,94.0,9.333333333333334,11.333333333333334,0.07092198581560284,0.7142857142857143,0.12056737588652482,89.14595211946397,2340.1198135788914,6.4,94.4,9.2,11.6,0.06779661016949153,0.6956521739130435,0.1228813559322034,89.2653018312512,2332.0785184732886,5.3,93.4,9.1,9.6,0.056745182012847964,0.5824175824175825,0.10278372591006424,89.22398971845163,2288.686289290227,1.3666666666666671,-0.07803759898766316,0.017783649976460578,208,10.9,1.079090909090909,5.7819543,6e7862ded6af1d5c6d82f19895ccd191,2026-04-20T22:46:00Z,Washington Nationals,Atlanta Braves,BetMGM,betmgm,,pitcher_strikeouts,Bryce Elder,Over,4.5,120,1.281954288482666
2026-04-20,822749,693821,Bryce Elder,ATL,WSH,WSH,ATL,0,,bryce elder,71,3,5,10,4.394366197183099,89.04225352112677,9.04225352112676,8.859154929577464,0.049351471053464095,0.48598130841121495,0.09949383106611831,87.60261379622634,2203.904041283299,6.666666666666667,94.0,9.333333333333334,11.333333333333334,0.07092198581560284,0.7142857142857143,0.12056737588652482,89.14595211946397,2340.1198135788914,6.4,94.4,9.2,11.6,0.06779661016949153,0.6956521739130435,0.1228813559322034,89.2653018312512,2332.0785184732886,5.3,93.4,9.1,9.6,0.056745182012847964,0.5824175824175825,0.10278372591006424,89.22398971845163,2288.686289290227,1.3666666666666671,-0.07803759898766316,0.017783649976460578,208,10.9,1.079090909090909,5.7819543,6e7862ded6af1d5c6d82f19895ccd191,2026-04-20T22:46:00Z,Washington Nationals,Atlanta Braves,BetMGM,betmgm,,pitcher_strikeouts,Bryce Elder,Under,4.5,-160,1.281954288482666
2026-04-20,822749,663623,Jake Irvin,WSH,ATL,WSH,ATL,1,,jake irvin,92,3,5,10,4.195652173913044,90.30434782608695,9.08695652173913,7.445652173913044,0.046461242176215695,0.46172248803827753,0.08245064997592681,88.54418606655692,2375.6475709230817,5.333333333333333,89.33333333333333,9.0,7.333333333333333,0.05970149253731343,0.5925925925925926,0.08208955223880597,88.82319496070636,2388.342483082495,4.4,84.2,9.0,7.4,0.052256532066508314,0.4888888888888889,0.08788598574821853,88.2548817386544,2390.9717915942797,3.6,85.1,9.0,7.2,0.04230317273795535,0.4,0.0846063454759107,87.42728845762693,2380.7887872909414,1.733333333333333,1.3959065030794306,-0.002516793237104728,205,7.9,0.8077777777777777,3.8224392,6e7862ded6af1d5c6d82f19895ccd191,2026-04-20T22:46:00Z,Washington Nationals,Atlanta Braves,FanDuel,fanduel,,pitcher_strikeouts,Jake Irvin,Over,3.5,-130,0.32243919372558594
2026-04-20,822749,663623,Jake Irvin,WSH,ATL,WSH,ATL,1,,jake irvin,92,3,5,10,4.195652173913044,90.30434782608695,9.08695652173913,7.445652173913044,0.046461242176215695,0.46172248803827753,0.08245064997592681,88.54418606655692,2375.6475709230817,5.333333333333333,89.33333333333333,9.0,7.333333333333333,0.05970149253731343,0.5925925925925926,0.08208955223880597,88.82319496070636,2388.342483082495,4.4,84.2,9.0,7.4,0.052256532066508314,0.4888888888888889,0.08788598574821853,88.2548817386544,2390.9717915942797,3.6,85.1,9.0,7.2,0.04230317273795535,0.4,0.0846063454759107,87.42728845762693,2380.7887872909414,1.733333333333333,1.3959065030794306,-0.002516793237104728,205,7.9,0.8077777777777777,3.8224392,6e7862ded6af1d5c6d82f19895ccd191,2026-04-20T22:46:00Z,Washington Nationals,Atlanta Braves,FanDuel,fanduel,,pitcher_strikeouts,Jake Irvin,Under,3.5,-102,0.32243919372558594
2026-04-20,822749,663623,Jake Irvin,WSH,ATL,WSH,ATL,1,,jake irvin,92,3,5,10,4.195652173913044,90.30434782608695,9.08695652173913,7.445652173913044,0.046461242176215695,0.46172248803827753,0.08245064997592681,88.54418606655692,2375.6475709230817,5.333333333333333,89.33333333333333,9.0,7.333333333333333,0.05970149253731343,0.5925925925925926,0.08208955223880597,88.82319496070636,2388.342483082495,4.4,84.2,9.0,7.4,0.052256532066508314,0.4888888888888889,0.08788598574821853,88.2548817386544,2390.9717915942797,3.6,85.1,9.0,7.2,0.04230317273795535,0.4,0.0846063454759107,87.42728845762693,2380.7887872909414,1.733333333333333,1.3959065030794306,-0.002516793237104728,205,7.9,0.8077777777777777,3.8224392,6e7862ded6af1d5c6d82f19895ccd191,2026-04-20T22:46:00Z,Washington Nationals,Atlanta Braves,DraftKings,draftkings,,pitcher_strikeouts,Jake Irvin,Over,3.5,-141,0.32243919372558594
2026-04-20,822749,663623,Jake Irvin,WSH,ATL,WSH,ATL,1,,jake irvin,92,3,5,10,4.195652173913044,90.30434782608695,9.08695652173913,7.445652173913044,0.046461242176215695,0.46172248803827753,0.08245064997592681,88.54418606655692,2375.6475709230817,5.333333333333333,89.33333333333333,9.0,7.333333333333333,0.05970149253731343,0.5925925925925926,0.08208955223880597,88.82319496070636,2388.342483082495,4.4,84.2,9.0,7.4,0.052256532066508314,0.4888888888888889,0.08788598574821853,88.2548817386544,2390.9717915942797,3.6,85.1,9.0,7.2,0.04230317273795535,0.4,0.0846063454759107,87.42728845762693,2380.7887872909414,1.733333333333333,1.3959065030794306,-0.002516793237104728,205,7.9,0.8077777777777777,3.8224392,6e7862ded6af1d5c6d82f19895ccd191,2026-04-20T22:46:00Z,Washington Nationals,Atlanta Braves,DraftKings,draftkings,,pitcher_strikeouts,Jake Irvin,Under,3.5,110,0.32243919372558594
