game_date,game_pk,pitcher,player_name,team,opponent,home_team,away_team,is_home,p_throws,player_name_norm,career_starts,starts_last3_available,starts_last5_available,starts_last10_available,strikeouts_per_game,pitches_per_game,batters_faced_per_game,whiffs_per_game,k_per_pitch,k_rate,whiff_per_pitch_season,avg_velo_season,avg_spin_season,strikeouts_last3,pitches_last3,batters_faced_last3,whiffs_last3,k_per_pitch_last3,k_rate_last3,whiff_per_pitch_last3,avg_velo_last3,avg_spin_last3,strikeouts_last5,pitches_last5,batters_faced_last5,whiffs_last5,k_per_pitch_last5,k_rate_last5,whiff_per_pitch_last5,avg_velo_last5,avg_spin_last5,strikeouts_last10,pitches_last10,batters_faced_last10,whiffs_last10,k_per_pitch_last10,k_rate_last10,whiff_per_pitch_last10,avg_velo_last10,avg_spin_last10,k_trend_last3_vs_last10,velo_trend_last3_vs_last10,whiff_trend_last3_vs_last10,days_rest,opp_strikeouts_per_game_last10,opp_k_rate_last10,predicted_strikeouts
2026-04-19,824371,547179,Michael Lorenzen,COL,LAD,COL,LAD,1,,michael lorenzen,88,3,5,10,3.897727272727273,79.45454545454545,8.659090909090908,7.6477272727272725,0.049056064073226546,0.45013123359580054,0.09625286041189932,88.76987920783175,2369.8069732041627,4.666666666666667,69.66666666666667,7.333333333333333,6.333333333333333,0.06698564593301436,0.6363636363636364,0.09090909090909091,87.39482371119539,2357.363253265908,4.4,72.6,8.0,8.6,0.06060606060606061,0.55,0.1184573002754821,87.39230750585003,2342.2182907129322,4.9,78.9,8.7,9.0,0.062103929024081114,0.5632183908045977,0.11406844106463879,87.61075343952689,2360.3243864315173,-0.2333333333333334,-0.2159297283315027,-0.023159350155547875,206,8.6,0.8875757575757577,4.466364
2026-04-19,824452,669432,Trevor Rogers,BAL,CLE,CLE,BAL,0,,trevor rogers,48,3,5,10,4.645833333333333,88.95833333333333,9.020833333333334,9.4375,0.052224824355971894,0.5150115473441108,0.10608899297423888,88.61491618086582,2148.5609898594716,5.333333333333333,79.0,9.0,10.666666666666666,0.06751054852320675,0.5925925925925926,0.1350210970464135,88.7646149865579,2112.53895604833,5.4,85.0,9.0,11.6,0.06352941176470588,0.6,0.13647058823529412,88.56937587599272,2121.9861453681283,6.3,90.3,9.0,12.0,0.06976744186046512,0.7,0.132890365448505,88.48442945200017,2095.714273038605,-0.9666666666666668,0.2801855345577309,0.0021307315979084973,205,8.5,0.7898368298368299,5.346438
2026-04-19,824452,676282,Joey Cantillo,CLE,BAL,CLE,BAL,1,,joey cantillo,49,3,5,10,3.2244897959183674,49.63265306122449,6.836734693877551,6.061224489795919,0.0649671052631579,0.4716417910447761,0.12212171052631579,84.41502604213375,1887.804928624121,5.333333333333333,81.0,9.0,9.0,0.06584362139917696,0.5925925925925926,0.1111111111111111,86.43427816627816,1966.925931845932,5.6,87.8,9.0,9.4,0.06378132118451026,0.6222222222222222,0.1070615034168565,85.94996489307793,1950.2309771677599,5.4,87.9,9.0,10.7,0.06143344709897611,0.6,0.1217292377701934,84.82887907512966,1941.3188754339785,-0.06666666666666732,1.6053990911484988,-0.010618126659082294,204,10.9,1.1441414141414141,5.191924
2026-04-19,824691,668964,Tobias Myers,NYM,CHC,CHC,NYM,0,,tobias myers,52,3,5,10,3.3846153846153846,58.53846153846154,8.26923076923077,5.846153846153846,0.05781865965834428,0.40930232558139534,0.09986859395532194,88.64661545062809,2125.975782521245,1.0,30.333333333333332,8.333333333333334,3.3333333333333335,0.03296703296703297,0.12,0.10989010989010989,88.15030864197531,2028.8716931216932,1.2,26.2,7.2,2.8,0.04580152671755725,0.16666666666666666,0.10687022900763359,87.93644892144891,2012.75927960928,1.0,27.7,7.0,3.0,0.036101083032490974,0.14285714285714285,0.10830324909747292,88.45180311138822,2020.715699088146,0.0,-0.30149446941290137,0.0015868607926369654,205,8.7,0.8551010101010101,1.3424606
2026-04-19,824691,665871,Javier Assad,CHC,NYM,CHC,NYM,1,,javier assad,71,3,5,10,3.507042253521127,67.8169014084507,8.619718309859154,4.929577464788732,0.051713395638629284,0.4068627450980392,0.07268951194184839,88.47491478489114,2044.40488819986,3.0,66.33333333333333,9.0,5.333333333333333,0.04522613065326633,0.3333333333333333,0.08040201005025126,89.15006817494434,2048.634574861047,2.8,72.0,9.2,4.8,0.03888888888888889,0.30434782608695654,0.06666666666666667,88.66613658397895,2051.4078128178626,3.1,74.8,9.2,5.5,0.04144385026737968,0.33695652173913043,0.07352941176470588,88.24133263875383,2034.855316665342,-0.10000000000000009,0.9087355361905054,0.006872598285545373,203,8.4,0.841923076923077,3.0306892
2026-04-19,824777,664285,Framber Valdez,DET,BOS,BOS,DET,0,,framber valdez,97,3,5,10,6.144329896907217,91.98969072164948,9.144329896907216,10.77319587628866,0.06679367925585565,0.6719278466741826,0.11711307856102207,88.73807274775176,2331.2920792434634,5.333333333333333,85.0,10.0,9.333333333333334,0.06274509803921569,0.5333333333333333,0.10980392156862745,87.80844139333841,2323.3500640030866,5.8,89.6,9.8,10.0,0.06473214285714286,0.5918367346938775,0.11160714285714286,87.47042136521267,2342.412637199103,4.6,92.7,9.4,10.1,0.04962243797195254,0.48936170212765956,0.10895361380798274,88.11640685345677,2328.6477677089524,0.7333333333333334,-0.30796546011835346,0.0008503077606447085,206,8.9,0.92990675990676,4.5420823
2026-04-19,824777,676979,Garrett Crochet,BOS,DET,BOS,DET,1,,garrett crochet,81,3,5,10,6.234567901234568,74.4074074074074,8.234567901234568,10.950617283950617,0.08378961340633814,0.7571214392803598,0.14717106354737017,92.99847764254334,2445.2649891063043,8.666666666666666,105.0,9.0,14.666666666666666,0.08253968253968254,0.9629629629629629,0.13968253968253969,92.65671259956973,2362.0087737659164,9.6,103.0,9.0,16.8,0.09320388349514563,1.0666666666666667,0.16310679611650486,92.37852600958684,2359.5191956526896,8.3,97.7,9.0,13.7,0.0849539406345957,0.9222222222222223,0.14022517911975435,91.70203360408226,2375.456700516975,0.36666666666666536,0.9546789954874697,-0.0005426394372146648,201,10.9,1.0175252525252527,8.065531
2026-04-19,825018,605488,Jeffrey Springs,ATH,CWS,ATH,CWS,1,,jeffrey springs,44,3,5,10,4.75,82.3409090909091,9.113636363636363,9.909090909090908,0.057686999723985645,0.5211970074812967,0.12034225779740547,85.14083118152664,1979.44499599479,4.0,80.33333333333333,9.333333333333334,8.0,0.04979253112033195,0.42857142857142855,0.0995850622406639,84.73388825739636,2069.0391420121455,4.2,84.4,9.2,8.0,0.04976303317535545,0.45652173913043476,0.0947867298578199,84.77732243841923,2048.0316045518703,4.3,86.5,9.1,10.0,0.04971098265895954,0.4725274725274725,0.11560693641618497,85.21172129063913,2036.6650736024644,-0.2999999999999998,-0.47783303324277426,-0.016021874175521075,208,8.5,0.8211616161616162,3.8055964
2026-04-19,825100,592332,Kevin Gausman,TOR,AZ,AZ,TOR,0,,kevin gausman,97,3,5,10,6.216494845360825,94.42268041237114,9.041237113402062,11.494845360824742,0.06583688175565018,0.6875712656784493,0.12173818102412927,90.09287763837963,2081.499979796089,6.0,90.66666666666667,9.0,13.666666666666666,0.0661764705882353,0.6666666666666666,0.15073529411764705,89.40349037555525,1908.4697245030736,6.4,95.4,9.0,12.8,0.06708595387840671,0.7111111111111111,0.13417190775681342,89.78509422533315,1960.8683108923203,6.2,94.9,9.0,11.9,0.06533192834562697,0.6888888888888889,0.12539515279241306,89.76910989203364,2005.623666889035,-0.20000000000000018,-0.36561951647838953,0.02534014132523399,203,7.9,0.7127350427350427,5.7235327
2026-04-19,825100,669194,Ryne Nelson,AZ,TOR,AZ,TOR,1,,ryne nelson,98,3,5,10,3.8979591836734695,77.39795918367346,8.857142857142858,7.0,0.05036255767963085,0.4400921658986175,0.09044166117336849,90.83292112791969,2246.9004356429423,4.666666666666667,92.33333333333333,9.0,8.666666666666666,0.05054151624548736,0.5185185185185185,0.09386281588447654,92.29780786507331,2326.3542249343163,4.8,95.8,9.0,10.0,0.05010438413361169,0.5333333333333333,0.10438413361169102,91.71851977059038,2340.2503749213165,5.1,94.7,9.0,10.3,0.05385427666314678,0.5666666666666667,0.10876451953537487,91.91755856279806,2319.3873513188914,-0.4333333333333327,0.3802493022752458,-0.014901703650898337,207,6.0,0.5702020202020202,4.2053943
