pick_key,game_date,player_name,prop_type,participant_join_key,participant_id,participant_source_id,participant_source_id_type,participant_name_norm,sport,market_key,market_family,team,opponent,book,bookmaker_key,event_id,odds,price,pick_side,line,market_selection_key,market_offer_key,predicted_value,predicted_strikeouts,edge,confidence_tier,pick_type,result,actual_value,actual_strikeouts,record_source,model_version,policy_version,tracking_regime,result_normalized,odds_numeric,units_risked,units_result
2026-05-11|MLB|pitcher_strikeouts|name:kevin gausman|over|4.5|fanduel,2026-05-11,kevin gausman,pitcher_k,mlbam_player:592332,mlbam_player:592332,592332,mlbam_player,kevin gausman,MLB,pitcher_strikeouts,player_prop,TOR,TB,FanDuel,fanduel,8ca76871aa74f5f88b3dba57c6e6e48c,-146,-146,over,4.5,MLB|pitcher_strikeouts|name:kevin gausman|over|4.5,MLB|pitcher_strikeouts|name:kevin gausman|over|4.5|fanduel,5.978343963623047,5.978343963623047,1.4783439636230469,high,official,W,5,5,run_daily_card,workflow_unversioned,workflow_unversioned,current_workflow,W,-146.0,1.0,0.684931506849315
2026-05-11|MLB|pitcher_strikeouts|name:george kirby|over|5.5|draftkings,2026-05-11,george kirby,pitcher_k,mlbam_player:669923,mlbam_player:669923,669923,mlbam_player,george kirby,MLB,pitcher_strikeouts,player_prop,SEA,HOU,DraftKings,draftkings,80622319ceec1faf47baaee869656e13,109,109,over,5.5,MLB|pitcher_strikeouts|name:george kirby|over|5.5,MLB|pitcher_strikeouts|name:george kirby|over|5.5|draftkings,6.511331081390381,6.511331081390381,1.0113310813903809,high,official,W,7,7,run_daily_card,workflow_unversioned,workflow_unversioned,current_workflow,W,109.0,1.0,1.09
2026-05-12|MLB|pitcher_strikeouts|name:adrian houser|over|3.5|betmgm,2026-05-12,adrian houser,pitcher_k,mlbam_player:605288,mlbam_player:605288,605288,mlbam_player,adrian houser,MLB,pitcher_strikeouts,player_prop,SF,LAD,BetMGM,betmgm,a0929cf66d445eec19f118010165e95c,125,125,over,3.5,MLB|pitcher_strikeouts|name:adrian houser|over|3.5,MLB|pitcher_strikeouts|name:adrian houser|over|3.5|betmgm,4.982339859008789,4.982339859008789,1.482339859008789,high,official,W,4,4,run_daily_card,workflow_unversioned,workflow_unversioned,current_workflow,W,125.0,1.0,1.25
2026-05-12|MLB|pitcher_strikeouts|name:zac gallen|over|4.5|betmgm,2026-05-12,zac gallen,pitcher_k,mlbam_player:668678,mlbam_player:668678,668678,mlbam_player,zac gallen,MLB,pitcher_strikeouts,player_prop,AZ,TEX,BetMGM,betmgm,34393ecc2b2d109779095b1d4935225b,-110,-110,over,4.5,MLB|pitcher_strikeouts|name:zac gallen|over|4.5,MLB|pitcher_strikeouts|name:zac gallen|over|4.5|betmgm,5.942076206207275,5.942076206207275,1.4420762062072754,high,official,L,4,4,run_daily_card,workflow_unversioned,workflow_unversioned,current_workflow,L,-110.0,1.0,-1.0
2026-05-12|MLB|pitcher_strikeouts|name:michael lorenzen|over|3.5|fanduel,2026-05-12,michael lorenzen,pitcher_k,mlbam_player:547179,mlbam_player:547179,547179,mlbam_player,michael lorenzen,MLB,pitcher_strikeouts,player_prop,COL,PIT,FanDuel,fanduel,79fa6c856d2a95ff10cb955ab2d424e2,-138,-138,over,3.5,MLB|pitcher_strikeouts|name:michael lorenzen|over|3.5,MLB|pitcher_strikeouts|name:michael lorenzen|over|3.5|fanduel,5.096228122711182,5.096228122711182,1.5962281227111816,high,official,W,5,5,run_daily_card,workflow_unversioned,workflow_unversioned,current_workflow,W,-138.0,1.0,0.7246376811594203
2026-05-13|MLB|pitcher_strikeouts|name:jacob misiorowski|under|7.5|draftkings,2026-05-13,jacob misiorowski,pitcher_k,mlbam_player:694819,mlbam_player:694819,694819,mlbam_player,jacob misiorowski,MLB,pitcher_strikeouts,player_prop,MIL,SD,DraftKings,draftkings,15bc05498c54cf822aedf7434d3a8bc6,119,119,under,7.5,MLB|pitcher_strikeouts|name:jacob misiorowski|under|7.5,MLB|pitcher_strikeouts|name:jacob misiorowski|under|7.5|draftkings,5.508970737457275,5.508970737457275,1.9910292625427246,high,official,L,10,10,run_daily_card,workflow_unversioned,workflow_unversioned,current_workflow,L,119.0,1.0,-1.0
2026-05-13|MLB|pitcher_strikeouts|name:sonny gray|over|4.5|draftkings,2026-05-13,sonny gray,pitcher_k,mlbam_player:543243,mlbam_player:543243,543243,mlbam_player,sonny gray,MLB,pitcher_strikeouts,player_prop,BOS,PHI,DraftKings,draftkings,002b9c5446f97ad6146eb0b6da64db25,-110,-110,over,4.5,MLB|pitcher_strikeouts|name:sonny gray|over|4.5,MLB|pitcher_strikeouts|name:sonny gray|over|4.5|draftkings,6.326337814331055,6.326337814331055,1.8263378143310547,high,official,W,6,6,run_daily_card,workflow_unversioned,workflow_unversioned,current_workflow,W,-110.0,1.0,0.9090909090909091
2026-05-13|MLB|pitcher_strikeouts|name:simeon woods richardson|over|3.5|draftkings,2026-05-13,simeon woods richardson,pitcher_k,mlbam_player:680573,mlbam_player:680573,680573,mlbam_player,simeon woods richardson,MLB,pitcher_strikeouts,player_prop,MIN,MIA,DraftKings,draftkings,18791fe8f5ff31b64bb2cff4f5af59a0,-109,-109,over,3.5,MLB|pitcher_strikeouts|name:simeon woods richardson|over|3.5,MLB|pitcher_strikeouts|name:simeon woods richardson|over|3.5|draftkings,4.963962078094482,4.963962078094482,1.4639620780944824,high,official,L,1,1,run_daily_card,workflow_unversioned,workflow_unversioned,current_workflow,L,-109.0,1.0,-1.0
2026-05-14|MLB|pitcher_strikeouts|name:chris sale|under|7.5|betmgm,2026-05-14,chris sale,pitcher_k,mlbam_player:519242,mlbam_player:519242,519242,mlbam_player,chris sale,MLB,pitcher_strikeouts,player_prop,ATL,CHC,BetMGM,betmgm,797493921ce7c293a19900840d42e2e1,-155,-155,under,7.5,MLB|pitcher_strikeouts|name:chris sale|under|7.5,MLB|pitcher_strikeouts|name:chris sale|under|7.5|betmgm,5.468156814575195,5.468156814575195,2.0318431854248047,high,official,L,8,8,run_daily_card,workflow_unversioned,workflow_unversioned,current_workflow,L,-155.0,1.0,-1.0
2026-05-14|MLB|pitcher_strikeouts|name:emmet sheehan|over|5.5|betmgm,2026-05-14,emmet sheehan,pitcher_k,mlbam_player:686218,mlbam_player:686218,686218,mlbam_player,emmet sheehan,MLB,pitcher_strikeouts,player_prop,LAD,SF,BetMGM,betmgm,bc2f7272b3d5ef426608824387a95824,-115,-115,over,5.5,MLB|pitcher_strikeouts|name:emmet sheehan|over|5.5,MLB|pitcher_strikeouts|name:emmet sheehan|over|5.5|betmgm,6.799931049346924,6.799931049346924,1.2999310493469238,high,official,W,6,6,run_daily_card,workflow_unversioned,workflow_unversioned,current_workflow,W,-115.0,1.0,0.8695652173913043
2026-05-14|MLB|pitcher_strikeouts|name:kyle harrison|under|5.5|fanduel,2026-05-14,kyle harrison,pitcher_k,mlbam_player:690986,mlbam_player:690986,690986,mlbam_player,kyle harrison,MLB,pitcher_strikeouts,player_prop,MIL,SD,FanDuel,fanduel,679760ad793188b79273efa2408440ac,114,114,under,5.5,MLB|pitcher_strikeouts|name:kyle harrison|under|5.5,MLB|pitcher_strikeouts|name:kyle harrison|under|5.5|fanduel,4.377598762512207,4.377598762512207,1.122401237487793,high,official,L,7,7,run_daily_card,workflow_unversioned,workflow_unversioned,current_workflow,L,114.0,1.0,-1.0
2026-05-15|MLB|pitcher_strikeouts|name:zack littell|over|3.5|draftkings,2026-05-15,zack littell,pitcher_k,mlbam_player:641793,mlbam_player:641793,641793,mlbam_player,zack littell,MLB,pitcher_strikeouts,player_prop,WSH,BAL,DraftKings,draftkings,44a4350d4a8392d58e49e092bee941e9,117,117,over,3.5,MLB|pitcher_strikeouts|name:zack littell|over|3.5,MLB|pitcher_strikeouts|name:zack littell|over|3.5|draftkings,4.907066822052002,4.907066822052002,1.407066822052002,high,official,L,3,3,run_daily_card,workflow_unversioned,workflow_unversioned,current_workflow,L,117.0,1.0,-1.0
2026-05-15|MLB|pitcher_strikeouts|name:spencer strider|under|6.5|fanduel,2026-05-15,spencer strider,pitcher_k,mlbam_player:675911,mlbam_player:675911,675911,mlbam_player,spencer strider,MLB,pitcher_strikeouts,player_prop,ATL,BOS,FanDuel,fanduel,0a103297db91d5bd1abf13d04b710c2a,-134,-134,under,6.5,MLB|pitcher_strikeouts|name:spencer strider|under|6.5,MLB|pitcher_strikeouts|name:spencer strider|under|6.5|fanduel,4.804433822631836,4.804433822631836,1.695566177368164,high,official,W,4,4,run_daily_card,workflow_unversioned,workflow_unversioned,current_workflow,W,-134.0,1.0,0.746268656716418
2026-05-15|MLB|pitcher_strikeouts|name:emerson hancock|under|5.5|fanduel,2026-05-15,emerson hancock,pitcher_k,mlbam_player:676106,mlbam_player:676106,676106,mlbam_player,emerson hancock,MLB,pitcher_strikeouts,player_prop,SEA,SD,FanDuel,fanduel,919b933a4af691070848a940a7d07a84,-134,-134,under,5.5,MLB|pitcher_strikeouts|name:emerson hancock|under|5.5,MLB|pitcher_strikeouts|name:emerson hancock|under|5.5|fanduel,3.8684988021850586,3.8684988021850586,1.6315011978149414,high,official,L,6,6,run_daily_card,workflow_unversioned,workflow_unversioned,current_workflow,L,-134.0,1.0,-1.0
2026-05-16|MLB|pitcher_strikeouts|name:sandy alcantara|over|4.5|draftkings,2026-05-16,sandy alcantara,pitcher_k,mlbam_player:645261,mlbam_player:645261,645261,mlbam_player,sandy alcantara,MLB,pitcher_strikeouts,player_prop,MIA,TB,DraftKings,draftkings,c0881b4a195ada00f7db5d84c6cef8b7,124,124,over,4.5,MLB|pitcher_strikeouts|name:sandy alcantara|over|4.5,MLB|pitcher_strikeouts|name:sandy alcantara|over|4.5|draftkings,6.32820987701416,6.32820987701416,1.8282098770141602,high,official,W,6,6,run_daily_card,pitcher_k_model_v1,mlb_pitcher_props_policy_v1,current_workflow,W,124.0,1.0,1.24
2026-05-16|MLB|pitcher_strikeouts|name:casey mize|over|3.5|fanduel,2026-05-16,casey mize,pitcher_k,mlbam_player:663554,mlbam_player:663554,663554,mlbam_player,casey mize,MLB,pitcher_strikeouts,player_prop,DET,TOR,FanDuel,fanduel,6b2d5ebb90ade419f4d5c59b95c1b301,-148,-148,over,3.5,MLB|pitcher_strikeouts|name:casey mize|over|3.5,MLB|pitcher_strikeouts|name:casey mize|over|3.5|fanduel,5.085171699523926,5.085171699523926,1.5851716995239258,high,official,W,4,4,run_daily_card,pitcher_k_model_v1,mlb_pitcher_props_policy_v1,current_workflow,W,-148.0,1.0,0.6756756756756757
2026-05-16|MLB|pitcher_strikeouts|name:bubba chandler|over|4.5|draftkings,2026-05-16,bubba chandler,pitcher_k,mlbam_player:696149,mlbam_player:696149,696149,mlbam_player,bubba chandler,MLB,pitcher_strikeouts,player_prop,PIT,PHI,DraftKings,draftkings,2638aded4f2e2359a902072c9d2fba22,106,106,over,4.5,MLB|pitcher_strikeouts|name:bubba chandler|over|4.5,MLB|pitcher_strikeouts|name:bubba chandler|over|4.5|draftkings,5.578503608703613,5.578503608703613,1.0785036087036133,high,official,L,2,2,run_daily_card,pitcher_k_model_v1,mlb_pitcher_props_policy_v1,current_workflow,L,106.0,1.0,-1.0
2026-05-17|MLB|pitcher_strikeouts|name:peter lambert|under|4.5|draftkings,2026-05-17,peter lambert,pitcher_k,mlbam_player:663567,mlbam_player:663567,663567,mlbam_player,peter lambert,MLB,pitcher_strikeouts,player_prop,HOU,TEX,DraftKings,draftkings,c4ad12dbd84b0112939a27411ee0bf4d,117,117,under,4.5,MLB|pitcher_strikeouts|name:peter lambert|under|4.5,MLB|pitcher_strikeouts|name:peter lambert|under|4.5|draftkings,2.9096262454986572,2.9096262454986572,1.5903737545013428,high,official,L,6,6,run_daily_card,pitcher_k_model_v1,mlb_pitcher_props_policy_v1,current_workflow,L,117.0,1.0,-1.0
2026-05-17|MLB|pitcher_strikeouts|name:drew rasmussen|under|5.5|draftkings,2026-05-17,drew rasmussen,pitcher_k,mlbam_player:656876,mlbam_player:656876,656876,mlbam_player,drew rasmussen,MLB,pitcher_strikeouts,player_prop,TB,MIA,DraftKings,draftkings,996ae6b240fb1d4c4f902121937d3569,-132,-132,under,5.5,MLB|pitcher_strikeouts|name:drew rasmussen|under|5.5,MLB|pitcher_strikeouts|name:drew rasmussen|under|5.5|draftkings,3.797027826309204,3.797027826309204,1.702972173690796,high,official,W,2,2,run_daily_card,pitcher_k_model_v1,mlb_pitcher_props_policy_v1,current_workflow,W,-132.0,1.0,0.7575757575757576
2026-05-17|MLB|pitcher_strikeouts|name:adrian houser|over|3.5|betmgm,2026-05-17,adrian houser,pitcher_k,mlbam_player:605288,mlbam_player:605288,605288,mlbam_player,adrian houser,MLB,pitcher_strikeouts,player_prop,SF,ATH,BetMGM,betmgm,b51f77ee601ba774b0fc72ab78459a22,-110,-110,over,3.5,MLB|pitcher_strikeouts|name:adrian houser|over|3.5,MLB|pitcher_strikeouts|name:adrian houser|over|3.5|betmgm,5.054861545562744,5.054861545562744,1.5548615455627441,high,official,L,3,3,run_daily_card,pitcher_k_model_v1,mlb_pitcher_props_policy_v1,current_workflow,L,-110.0,1.0,-1.0
2026-05-17|MLB|pitcher_walks|name:jack flaherty|under|2.5|draftkings,2026-05-17,jack flaherty,pitcher_bb,mlbam_player:656427,mlbam_player:656427,656427,mlbam_player,jack flaherty,MLB,pitcher_walks,player_prop,DET,TOR,DraftKings,draftkings,0d9a62c64d2a238adaad12a20dcdbf30,-170,-170,under,2.5,MLB|pitcher_walks|name:jack flaherty|under|2.5,MLB|pitcher_walks|name:jack flaherty|under|2.5|draftkings,1.544712781906128,1.544712781906128,0.9552872180938721,medium,official,W,0,0,run_daily_card,pitcher_bb_model_v1,mlb_pitcher_props_policy_v1,current_workflow,W,-170.0,1.0,0.5882352941176471
2026-05-17|MLB|pitcher_walks|name:eury perez|under|2.5|draftkings,2026-05-17,eury perez,pitcher_bb,mlbam_player:691587,mlbam_player:691587,691587,mlbam_player,eury perez,MLB,pitcher_walks,player_prop,MIA,TB,DraftKings,draftkings,996ae6b240fb1d4c4f902121937d3569,-193,-193,under,2.5,MLB|pitcher_walks|name:eury perez|under|2.5,MLB|pitcher_walks|name:eury perez|under|2.5|draftkings,1.601279616355896,1.601279616355896,0.898720383644104,medium,official,L,4,4,run_daily_card,pitcher_bb_model_v1,mlb_pitcher_props_policy_v1,current_workflow,L,-193.0,1.0,-1.0
2026-05-18|MLB|pitcher_strikeouts|name:zac gallen|over|3.5|fanduel,2026-05-18,zac gallen,pitcher_k,mlbam_player:668678,mlbam_player:668678,668678,mlbam_player,zac gallen,MLB,pitcher_strikeouts,player_prop,AZ,SF,FanDuel,fanduel,daf39ff0f5f85b7da76274b743b1ab1f,-154,-154,over,3.5,MLB|pitcher_strikeouts|name:zac gallen|over|3.5,MLB|pitcher_strikeouts|name:zac gallen|over|3.5|fanduel,6.328047275543213,6.328047275543213,2.828047275543213,high,official,W,5,5,run_daily_card,pitcher_k_model_v1,mlb_pitcher_props_policy_v1,current_workflow,W,-154.0,1.0,0.6493506493506493
2026-05-18|MLB|pitcher_strikeouts|name:mackenzie gore|under|6.5|betmgm,2026-05-18,mackenzie gore,pitcher_k,mlbam_player:669022,mlbam_player:669022,669022,mlbam_player,mackenzie gore,MLB,pitcher_strikeouts,player_prop,TEX,COL,BetMGM,betmgm,13c307bac70250bed56ce2a649cc492e,-140,-140,under,6.5,MLB|pitcher_strikeouts|name:mackenzie gore|under|6.5,MLB|pitcher_strikeouts|name:mackenzie gore|under|6.5|betmgm,4.727886199951172,4.727886199951172,1.7721138000488281,high,official,W,2,2,run_daily_card,pitcher_k_model_v1,mlb_pitcher_props_policy_v1,current_workflow,W,-140.0,1.0,0.7142857142857143
2026-05-18|MLB|pitcher_strikeouts|name:sonny gray|over|3.5|fanduel,2026-05-18,sonny gray,pitcher_k,mlbam_player:543243,mlbam_player:543243,543243,mlbam_player,sonny gray,MLB,pitcher_strikeouts,player_prop,BOS,KC,FanDuel,fanduel,82ca2e0ae47260f1183ee3abf8a69169,-178,-178,over,3.5,MLB|pitcher_strikeouts|name:sonny gray|over|3.5,MLB|pitcher_strikeouts|name:sonny gray|over|3.5|fanduel,5.604740142822266,5.604740142822266,2.1047401428222656,high,official,W,9,9,run_daily_card,pitcher_k_model_v1,mlb_pitcher_props_policy_v1,current_workflow,W,-178.0,1.0,0.5617977528089888
